Fácil;Qual animal vive no deserto e tem corcovas?;Cavalo;Camelo;Elefante;Leão;Camelo;Animais
Médio;Qual dos princípios da Programação Orientada a Objetos (POO) protege os dados de acesso externo?;Polimorfismo;Herança;Encapsulamento;Abstração;Encapsulamento;Programação
Médio;Em Java, qual a função da palavra-chave "final" quando aplicada a um método?;Impede que o método seja chamado;Impede que o método seja sobrecarregado (Overload);Impede que o método seja sobrescrito (Override) em subclasses;Impede que o método retorne valor;Impede que o método seja sobrescrito (Override) em subclasses;Programação
Médio;O que é Sobrecarga de Método (Overload)?;Um método que chama a si mesmo;Múltiplos métodos com o mesmo nome, mas diferentes parâmetros;Múltiplos métodos com o mesmo nome, mas diferentes tipos de retorno;Um método que substitui outro da superclasse;Múltiplos métodos com o mesmo nome, mas diferentes parâmetros;Programação
Médio;O que é um construtor de classe?;Um método comum;Um método especial chamado ao criar um objeto;Um método que apaga um objeto;Um método para inicializar variáveis estáticas;Um método especial chamado ao criar um objeto;Programação
Médio;Qual tipo de estrutura de dados é conhecida como FIFO (First In, First Out)?;Pilha (Stack);Fila (Queue);Array;Lista Ligada;Fila (Queue);Programação
Médio;Em Java, qual classe é a superclasse de todas as outras classes?;Main;Object;Class;System;Object;Programação
Médio;O que é o Garbage Collector (Coletor de Lixo)?;Um método para otimizar o código;Um programa que destrói objetos não utilizados na memória;Um recurso para limpar o disco rígido;Uma função para fechar arquivos;Um programa que destrói objetos não utilizados na memória;Programação
Médio;Qual dos comandos abaixo é usado para sair de um loop imediatamente?;continue;break;return;exit();break;Programação
Médio;Qual é a complexidade de tempo de pesquisa em um Array não ordenado no pior caso?;O(1);O(log n);O(n);O(n²);O(n);Programação
Médio;O que faz a palavra-chave "static" em um atributo de classe?;Torna o atributo imutável;Torna o atributo exclusivo de uma instância do objeto;Torna o atributo pertencente à classe, não a uma instância;Impede o acesso externo;Torna o atributo pertencente à classe, não a uma instância;Programação
Médio;Qual a principal diferença entre Interface e Classe Abstrata em Java?;Interfaces podem ter construtores;Classes abstratas podem ter métodos concretos (com corpo);Interfaces podem ser instanciadas;Classes abstratas não podem ter herança;Classes abstratas podem ter métodos concretos (com corpo);Programação
Médio;Qual é o tipo de dado que armazena números de ponto flutuante com maior precisão?;float;int;char;double;double;Programação
Médio;Qual estrutura de dados permite inserção e remoção apenas em uma das extremidades (topo)?;Fila (Queue);Árvore;Pilha (Stack);Lista Ligada Dupla;Pilha (Stack);Programação
Médio;O que significa a sigla SQL?;Simple Query Language;Structured Query Language;Standard Question Logic;Sequential Query Locator;Structured Query Language;Programação
Médio;Qual operador lógico retorna verdadeiro se AMBAS as condições forem verdadeiras?;OR (||);NOT (!);XOR (^);AND (&&);AND (&&);Programação
Médio;O que é JDBC em Java?;Uma linguagem de programação;Uma API para conectar Java a bancos de dados;Uma biblioteca gráfica;Um tipo de servidor;Uma API para conectar Java a bancos de dados;Programação
Médio;Qual o objetivo do polimorfismo em POO?;Esconder a implementação;Reutilizar código através de herança;Permitir que um objeto tome muitas formas;Proteger dados;Permitir que um objeto tome muitas formas;Programação
Médio;Em Java, qual exceção é geralmente lançada quando tentamos acessar um índice inválido de um array?;NullPointerException;IOException;ArrayIndexOutOfBoundsException;IllegalArgumentException;ArrayIndexOutOfBoundsException;Programação
Médio;O que é um padrão de projeto (Design Pattern)?;Um erro comum;Uma solução reutilizável para problemas recorrentes;Um template de código;Uma ferramenta de compilação;Uma solução reutilizável para problemas recorrentes;Programação
Médio;O que é um HashMap na Java Collections Framework?;Uma lista ordenada;Um conjunto de elementos únicos;Uma estrutura que armazena pares chave-valor;Um tipo de vetor;Uma estrutura que armazena pares chave-valor;Programação
Médio;Qual a diferença essencial entre Stack e Heap na memória?;Stack é para métodos, Heap é para variáveis estáticas;Stack é para tipos primitivos, Heap é para objetos;Stack é menor e mais rápido, usado para execução de métodos;Stack é menor e mais rápido, usado para execução de métodos;Programação
Médio;Para que serve o método "equals()" em Java?;Somar objetos;Comparar se duas referências de memória são iguais;Comparar se o conteúdo de dois objetos é logicamente igual;Comparar strings;Comparar se o conteúdo de dois objetos é logicamente igual;Programação
Médio;O que é herança múltipla?;Uma classe herdar de várias outras classes diretamente;Uma classe ter muitos métodos;Múltiplos objetos da mesma classe;Um objeto ser herdado por muitas subclasses;Uma classe herdar de várias outras classes diretamente;Programação
Médio;O que é o conceito de Abstração em POO?;Criar classes complexas;Mostrar apenas informações essenciais e esconder os detalhes;Usar herança;Proteger os dados;Mostrar apenas informações essenciais e esconder os detalhes;Programação
Médio;Qual a complexidade de tempo de pesquisa em uma Árvore Binária de Busca balanceada?;O(n);O(n log n);O(log n);O(n²);O(log n);Programação
Médio;Qual país tem a maior população do mundo (dados recentes)?;China;Estados Unidos;Rússia;Índia;Índia;Gerais
Médio;Quem foi o primeiro presidente do Brasil após a Proclamação da República?;Getúlio Vargas;Deodoro da Fonseca;Floriano Peixoto;Marechal Rondon;Deodoro da Fonseca;Gerais
Médio;Qual é o maior deserto quente do mundo?;Gobi;Atacama;Saara;Kalahari;Saara;Gerais
Médio;Qual dos elementos abaixo é representado pelo símbolo químico Au?;Prata;Ouro;Cobre;Ferro;Ouro;Gerais
Médio;Em que ano ocorreu a Inconfidência Mineira?;1822;1789;1500;1964;1789;Gerais
Médio;Qual é o nome do rio que banha a cidade do Cairo, capital do Egito?;Rio Amarelo;Rio Nilo;Rio Amazonas;Rio Paraná;Rio Nilo;Gerais
Médio;Quem escreveu a obra "Dom Quixote"?;William Shakespeare;Miguel de Cervantes;Gabriel García Márquez;Cervantes;Miguel de Cervantes;Gerais
Médio;Em que cidade se localiza o famoso Coliseu?;Atenas;Paris;Roma;Londres;Roma;Gerais
Médio;Qual a principal função da hemoglobina no sangue humano?;Coagulação;Combater infecções;Transportar oxigênio;Regular a temperatura;Transportar oxigênio;Gerais
Médio;Qual país é conhecido como a Terra do Sol Nascente?;China;Japão;Coreia do Sul;Tailândia;Japão;Gerais
Médio;Qual das seguintes guerras foi responsável por dividir a Alemanha em duas nações (Oriental e Ocidental)?;Primeira Guerra Mundial;Guerra Fria;Guerra do Vietnã;Guerra Civil Americana;Guerra Fria;Gerais
Médio;Qual artista pintou "A Noite Estrelada"?;Pablo Picasso;Leonardo da Vinci;Vincent van Gogh;Salvador Dalí;Vincent van Gogh;Gerais
Médio;Qual é a fórmula química da água oxigenada?;H2O;CO2;H2O2;O3;H2O2;Gerais
Médio;Qual a capital do Canadá?;Toronto;Montreal;Vancouver;Ottawa;Ottawa;Gerais
Médio;Em que período da história brasileira ocorreu a "Era Vargas"?;República Velha;Ditadura Militar;Idade Média;Século XXI;República Velha;Gerais
Médio;Qual o nome do fenômeno óptico que separa a luz em diferentes cores?;Reflexão;Refração;Difração;Efeito Doppler;Refração;Gerais
Médio;Quem foi o primeiro homem a pisar na Lua?;Yuri Gagarin;Neil Armstrong;Buzz Aldrin;Marcos Pontes;Neil Armstrong;Gerais
Médio;Qual cordilheira se estende pela costa oeste da América do Sul?;Andes;Himalaia;Apeninos;Rocosas;Andes;Gerais
Médio;Qual é a única letra do alfabeto que não aparece na tabela periódica dos elementos químicos?;J;Q;X;K;J;Gerais
Médio;O que a sigla ONU significa?;Organização Nacional Unificada;Organização das Nações Unidas;Ordem Nova Universal;Organização da Natureza Humana;Organização das Nações Unidas;Gerais
Médio;Qual o nome da península onde se localiza a Espanha e Portugal?;Balcânica;Arábica;Ibérica;Itálica;Ibérica;Gerais
Médio;Quem inventou a lâmpada elétrica comercialmente viável?;Nikola Tesla;Graham Bell;Thomas Edison;Henry Ford;Thomas Edison;Gerais
Médio;Qual o nome do famoso museu de Paris que abriga a Mona Lisa?;Museu Britânico;Louvre;Prado;Metropolitan;Louvre;Gerais
Médio;Qual é a unidade de medida padrão de energia no Sistema Internacional?;Watt;Volt;Joule;Ampère;Joule;Gerais
Médio;Qual evento histórico marcou o início da Idade Contemporânea?;Queda do Muro de Berlim;Revolução Industrial;Revolução Francesa;Descobrimento da América;Revolução Francesa;Gerais
Médio;Qual animal terrestre é considerado o mais rápido do mundo?;Leão;Guepardo;Cavalo;Antílope;Guepardo;Animais
Médio;Quantos corações um polvo geralmente possui?;Um;Dois;Três;Quatro;Três;Animais
Médio;Qual é o maior primata do mundo?;Macaco-prego;Orangotango;Gorila;Chimpanzé;Gorila;Animais
Médio;Qual animal é o único mamífero que pode botar ovos?;Morcego;Golfinho;Ornitorrinco;Canguru;Ornitorrinco;Animais
Médio;Qual animal marinho é conhecido por produzir tinta para se defender?;Lula;Tubarão;Polvo;Água-viva;Polvo;Animais
Médio;Qual inseto é usado em testes de genética por se reproduzir rapidamente?;Joaninha;Mosca-das-frutas;Formiga;Abelha;Mosca-das-frutas;Animais
Médio;Qual animal é considerado sagrado na Índia e não pode ser abatido?;Cobra;Cachorro;Vaca;Elefante;Vaca;Animais
Médio;Qual animal é conhecido por ter a pele preta sob o pelo branco?;Urso Polar;Tigre;Panda;Lobo;Urso Polar;Animais
Médio;Qual é o nome da maior serpente não venenosa do Brasil?;Jiboia;Sucuri;Cascavel;Cobra-rei;Sucuri;Animais
Médio;Qual pássaro consegue voar para trás?;Coruja;Gavião;Beija-flor;Águia;Beija-flor;Animais
Médio;Qual animal tem o nome científico *Acinonyx jubatus*?;Leão;Guepardo;Leopardo;Jaguar;Guepardo;Animais
Médio;Qual animal consegue regenerar membros perdidos do corpo?;Tartaruga;Lula;Estrela-do-mar;Caranguejo;Estrela-do-mar;Animais
Médio;Qual animal vive no deserto e tem uma corcova para armazenar gordura?;Dromedário;Cavalo;Lhama;Zebra;Dromedário;Animais
Médio;Qual animal é conhecido por ser o rei da selva, embora viva na savana?;Tigre;Leão;Gorila;Elefante;Leão;Animais
Médio;Qual a principal fonte de alimento na dieta do Coala?;Grama;Bambu;Folhas de eucalipto;Frutas;Folhas de eucalipto;Animais
Médio;Qual animal não pode pular, apesar de ser um grande mamífero terrestre?;Cavalo;Elefante;Rinoceronte;Hipopótamo;Elefante;Animais
Médio;O que é uma alcateia?;Um grupo de peixes;Um grupo de lobos;Um grupo de abelhas;Um grupo de pássaros;Um grupo de lobos;Animais
Médio;Qual é o nome do maior roedor do mundo?;Rato;Castor;Capivara;Esquilo;Capivara;Animais
Médio;Qual animal constrói barragens nos rios usando galhos e lama?;Lontra;Castor;Capivara;Macaco;Castor;Animais
Médio;Qual animal possui a mordida mais forte do planeta?;Tigre;Crocodilo-de-água-salgada;Tubarao Branco;Hipopótamo;Crocodilo-de-água-salgada;Animais
Médio;Onde o camarão tem seu coração localizado?;Na cabeça;No corpo;Na cauda;No tórax;Na cabeça;Animais
Médio;Qual desses animais marinhos é um mamífero?;Tubarão;Golfinho;Baleia;Lula;Baleia;Animais
Médio;Qual é a maior ave que consegue voar?;Avestruz;Águia;Albatroz-errante;Condor;Albatroz-errante;Animais
Médio;Qual animal é conhecido por ter impressões digitais muito semelhantes às humanas?;Chimpanzé;Gorila;Coala;Orangotango;Coala;Animais
Médio;Qual animal não consegue olhar diretamente para o céu devido à sua anatomia cervical?;Porco;Cobra;Vaca;Tartaruga;Porco;Animais
Difícil;Qual das características do Garbage Collector em Java é considerada "não determinística"?;A liberação imediata de objetos;O momento exato em que a coleta será executada;A velocidade de execução do programa;A quantidade de memória alocada;O momento exato em que a coleta será executada;Programação
Difícil;Qual é a complexidade de tempo do algoritmo QuickSort no pior caso?;O(n);O(log n);O(n²);O(n log n);O(n²);Programação
Difícil;Em um sistema de concorrência Java, o que o método "wait()" faz?;Pausa a thread por um tempo específico;Libera o lock do monitor e coloca a thread em estado de espera;Pausa a thread e mantém o lock;Faz a thread entrar em loop infinito;Libera o lock do monitor e coloca a thread em estado de espera;Programação
Difícil;O que é um 'Singleton' em Padrões de Projeto?;Uma classe com múltiplos construtores;Um método que retorna um único valor;Uma classe que garante apenas uma instância de si mesma;Uma interface com um único método;Uma classe que garante apenas uma instância de si mesma;Programação
Difícil;Qual é a principal função de um 'ClassLoader' na JVM?;Gerenciar o heap da memória;Traduzir bytecode em código nativo;Carregar classes na memória sob demanda;Coletar o lixo (garbage);Carregar classes na memória sob demanda;Programação
Difícil;O que define um 'Objeto Imutável' em Java?;Ter apenas métodos privados;Ter métodos setters protegidos;Não ter seu estado interno alterado após a construção;Ser uma subclasse da classe String;Não ter seu estado interno alterado após a construção;Programação
Difícil;O que a anotação "@Override" em Java garante?;A otimização do método;Que o método está realmente sobrescrevendo um método da superclasse/interface;Que o método é estático;Que o método não lança exceções;Que o método está realmente sobrescrevendo um método da superclasse/interface;Programação
Difícil;Qual a diferença essencial entre ArrayList e LinkedList em termos de estrutura de dados?;ArrayList usa vetor, LinkedList usa nós encadeados;ArrayList é mais rápido para inserção;LinkedList é sempre mais rápido para busca;ArrayList não permite valores nulos;ArrayList usa vetor, LinkedList usa nós encadeados;Programação
Difícil;O que é 'Boxing' em Java?;Converter um int em double;Converter um tipo primitivo (int) em seu wrapper (Integer);Converter um String em int;Converter um objeto em seu tipo primitivo;Converter um tipo primitivo (int) em seu wrapper (Integer);Programação
Difícil;O que é uma 'Race Condition' (Condição de Corrida) em concorrência?;Um erro de compilação;Um evento em que o resultado depende da ordem não controlada de execução das threads;Um estado de espera de threads;Um erro de alocação de memória;Um evento em que o resultado depende da ordem não controlada de execução das threads;Programação
Difícil;Em Java, qual a função de um 'checked exception' (exceção verificada)?;Deve ser declarada (throws) ou tratada (try-catch);Pode ser ignorada pelo compilador;Ocorre apenas em tempo de execução;Só acontece em I/O;Deve ser declarada (throws) ou tratada (try-catch);Programação
Difícil;Qual dos seguintes métodos deve ser sobrescrito em conjunto com equals() para consistência em HashMap?;toString();compareTo();hashCode();clone();hashCode();Programação
Difícil;O que é o acoplamento 'Baixo' em Design de Software?;Classes com muitas dependências entre si;Classes que são independentes;Classes que herdam muitas propriedades;Classes que têm muitos métodos;Classes que são independentes;Programação
Difícil;Qual das camadas da Arquitetura em Três Camadas garante a Isolamento de Dados?;Apresentação (UI);Lógica de Negócio (Service);Acesso a Dados (DAO);Modelagem;Acesso a Dados (DAO);Programação
Difícil;O que é Injeção de Dependência (DI)?;Criar objetos manualmente;Passar as dependências (objetos) que uma classe precisa via construtor ou setter;Esconder as dependências;Usar variáveis estáticas;Passar as dependências (objetos) que uma classe precisa via construtor ou setter;Programação
Difícil;O que o comando "git rebase" faz?;Publica o código no repositório remoto;Combina commits reescrevendo o histórico do branch;Cria uma nova branch;Apaga o último commit;Combina commits reescrevendo o histórico do branch;Programação
Difícil;Em POO, qual o conceito que permite a um objeto de subclasse ser tratado como um objeto de sua superclasse?;Encapsulamento;Herança;Polimorfismo;Abstração;Polimorfismo;Programação
Difícil;Qual a principal diferença entre um processo e uma thread?;Um processo tem apenas uma thread;Um processo é leve, uma thread é pesada;Um processo tem seu próprio espaço de endereço, threads compartilham o espaço do processo;Um processo compartilha memória;Um processo tem seu próprio espaço de endereço, threads compartilham o espaço do processo;Programação
Difícil;Qual a função do operador ternário em Java?;Permitir três argumentos em um método;Uma forma curta de escrever um if-else simples;Criar um array de três dimensões;Usar três catch blocks;Uma forma curta de escrever um if-else simples;Programação
